,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P51487,Jaipur,Duplex,980,4,2,12,12,12,Unfurnished,"['Garden', 'Swimming Pool', 'Power Backup', 'Club House']",9.78,8,36600476.35
P51488,Chandigarh,Penthouse,2208,2,1,3,30,19,Unfurnished,"['Club House', 'Garden', 'Power Backup', 'Swimming Pool']",2,3,41488768.83
P51489,Bangalore,Villa,2493,4,2,11,11,6,Semi Furnished,"['Security', 'Gym', 'Wi-Fi', 'Garden', 'Power Backup', 'Parking']",3.16,5,24751648.38
P51490,Bangalore,Apartment,3773,4,4,2,8,7,Fully Furnished,"['Power Backup', 'Parking', 'Wi-Fi', 'Gym', 'Security']",4.49,8,41463768
P51491,Pune,Independent House,2107,2,2,19,12,14,Semi Furnished,"['Swimming Pool', 'Security', 'Club House', 'Gym', 'Elevator']",3.42,10,1289679.37
P51492,Hyderabad,Penthouse,3168,4,1,3,28,10,Fully Furnished,"['Parking', 'Swimming Pool', 'Wi-Fi', 'Power Backup', 'Garden', 'Security']",8.31,10,11441492.78
P51493,Kolkata,Independent House,2308,3,4,20,16,1,Unfurnished,"['Wi-Fi', 'Gym', 'Club House', 'Garden', 'Swimming Pool', 'Power Backup']",6.7,5,47761922.95
P51494,Chennai,Apartment,2623,4,1,11,15,6,Semi Furnished,"['Wi-Fi', 'Club House', 'Gym', 'Garden']",9.41,1,19977069.84
P51495,Pune,Penthouse,4201,5,4,20,5,15,Semi Furnished,"['Parking', 'Club House', 'Elevator', 'Gym', 'Power Backup', 'Security']",5.28,1,37457014.53
P51496,Mumbai,Duplex,3916,2,2,4,18,6,Semi Furnished,"['Wi-Fi', 'Security', 'Swimming Pool', 'Garden']",8.28,9,6742595.78
P51497,Pune,Independent House,4823,4,3,13,22,11,Fully Furnished,"['Garden', 'Wi-Fi', 'Elevator', 'Security', 'Parking']",9.26,9,48205137.14
P51498,Hyderabad,Penthouse,2495,4,2,10,11,20,Fully Furnished,"['Parking', 'Garden', 'Elevator']",5.55,1,24067072.65
P51499,Ahmedabad,Penthouse,3327,2,2,5,29,7,Semi Furnished,"['Swimming Pool', 'Gym', 'Parking']",2.62,2,24860054.17
P51500,Ahmedabad,Villa,3947,1,4,16,20,6,Semi Furnished,"['Club House', 'Parking', 'Power Backup', 'Elevator', 'Wi-Fi', 'Security']",2.25,10,26644483.53
P51501,Jaipur,Apartment,592,3,4,10,16,4,Unfurnished,"['Swimming Pool', 'Wi-Fi', 'Parking', 'Security']",8.21,9,47942638.41
P51502,Mumbai,Independent House,1022,4,3,11,10,17,Unfurnished,"['Security', 'Gym', 'Garden']",9.54,8,39902832.19
P51503,Hyderabad,Studio,3279,5,3,9,18,13,Unfurnished,"['Power Backup', 'Swimming Pool', 'Elevator', 'Parking', 'Gym']",6.46,10,38514519.16
P51504,Chennai,Independent House,4699,2,4,13,14,14,Unfurnished,"['Security', 'Wi-Fi', 'Swimming Pool']",2,7,19686607.95
P51505,Ahmedabad,Apartment,1293,5,4,17,7,6,Unfurnished,"['Security', 'Swimming Pool', 'Elevator']",0.76,10,43024498.79
P51506,Pune,Independent House,4116,5,3,1,7,15,Unfurnished,"['Swimming Pool', 'Garden', 'Club House']",8.77,7,44331502.87
P51507,Delhi,Independent House,1671,5,2,3,29,15,Unfurnished,"['Wi-Fi', 'Garden', 'Power Backup', 'Swimming Pool']",9.09,6,11588553.33
P51508,Mumbai,Duplex,4847,3,3,4,6,2,Unfurnished,"['Power Backup', 'Elevator', 'Security', 'Gym']",6.01,6,33579731.83
P51509,Ahmedabad,Apartment,906,3,3,11,27,19,Semi Furnished,"['Security', 'Garden', 'Gym', 'Wi-Fi', 'Elevator', 'Swimming Pool']",5.05,8,8342559.89
P51510,Bangalore,Apartment,1624,5,3,13,24,0,Semi Furnished,"['Wi-Fi', 'Club House', 'Gym']",9.89,2,25051894.78
P51511,Pune,Studio,4826,2,1,6,7,8,Semi Furnished,"['Club House', 'Garden', 'Parking']",8.63,5,37658167.16
P51512,Bangalore,Apartment,2861,1,1,13,27,18,Semi Furnished,"['Parking', 'Wi-Fi', 'Elevator', 'Club House', 'Power Backup', 'Security']",7.37,7,41794867.25
P51513,Kolkata,Apartment,2716,4,2,19,26,4,Semi Furnished,"['Gym', 'Garden', 'Security', 'Club House', 'Swimming Pool', 'Power Backup']",6.6,9,24574328.7
P51514,Hyderabad,Penthouse,1042,2,2,10,22,11,Fully Furnished,"['Gym', 'Wi-Fi', 'Garden']",6.36,6,30090370.33
P51515,Bangalore,Studio,4763,2,1,13,22,8,Unfurnished,"['Swimming Pool', 'Gym', 'Garden', 'Wi-Fi']",5.85,8,48237506.12
P51516,Mumbai,Duplex,4403,5,4,4,20,2,Semi Furnished,"['Security', 'Garden', 'Gym', 'Power Backup', 'Wi-Fi']",0.5,10,39073058.52
P51517,Ahmedabad,Duplex,963,1,3,16,8,18,Unfurnished,"['Club House', 'Swimming Pool', 'Elevator']",4.7,10,42978616.97
P51518,Bangalore,Studio,3029,2,4,1,30,7,Semi Furnished,"['Club House', 'Garden', 'Elevator', 'Power Backup', 'Parking']",2.6,4,37744405.96
P51519,Bangalore,Penthouse,1302,5,2,3,25,12,Unfurnished,"['Elevator', 'Power Backup', 'Security']",5.14,1,3225429.18
P51520,Chennai,Independent House,2641,5,3,15,10,19,Fully Furnished,"['Swimming Pool', 'Gym', 'Parking', 'Garden', 'Power Backup', 'Security']",1.52,1,20710182.99
P51521,Bangalore,Villa,1852,3,2,15,26,12,Fully Furnished,"['Club House', 'Elevator', 'Wi-Fi', 'Gym', 'Security']",5.71,10,23768343.36
P51522,Chennai,Studio,4196,5,2,10,11,6,Semi Furnished,"['Club House', 'Gym', 'Swimming Pool', 'Garden']",5.31,7,12354175.55
P51523,Delhi,Apartment,3652,2,3,19,8,14,Fully Furnished,"['Garden', 'Security', 'Parking', 'Gym', 'Wi-Fi']",8.61,10,33963519.75
P51524,Pune,Penthouse,1906,3,1,12,26,18,Semi Furnished,"['Gym', 'Security', 'Club House', 'Elevator']",4.58,9,39009531.53
P51525,Chennai,Villa,1672,3,2,2,27,17,Semi Furnished,"['Club House', 'Security', 'Parking', 'Power Backup']",6.46,7,5357811.98
P51526,Ahmedabad,Independent House,3279,5,1,17,11,8,Unfurnished,"['Wi-Fi', 'Gym', 'Parking', 'Club House', 'Elevator']",6.88,1,37623272.4
P51527,Bangalore,Apartment,4350,1,4,8,8,3,Fully Furnished,"['Elevator', 'Gym', 'Power Backup', 'Swimming Pool', 'Club House']",5.74,5,44160317.24
P51528,Kolkata,Penthouse,4266,3,1,9,8,20,Fully Furnished,"['Club House', 'Swimming Pool', 'Gym', 'Security', 'Elevator']",5.38,1,12561690.24
P51529,Bangalore,Villa,3218,5,4,6,26,4,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Wi-Fi']",9.04,2,8961210.01
P51530,Kolkata,Villa,1334,3,2,19,10,16,Unfurnished,"['Elevator', 'Wi-Fi', 'Power Backup']",1,6,16263307.1
P51531,Delhi,Penthouse,759,1,4,11,24,9,Unfurnished,"['Power Backup', 'Garden', 'Club House']",1.4,5,21033433.24
P51532,Ahmedabad,Penthouse,3505,5,2,9,23,13,Unfurnished,"['Garden', 'Gym', 'Club House']",3.04,3,4953047.88
P51533,Ahmedabad,Independent House,2974,5,1,11,15,17,Semi Furnished,"['Gym', 'Power Backup', 'Security']",2.1,6,28320379.87
P51534,Delhi,Duplex,2404,3,2,2,9,18,Semi Furnished,"['Garden', 'Parking', 'Swimming Pool']",2.62,10,6610405.39
P51535,Chandigarh,Penthouse,3618,5,4,6,22,2,Semi Furnished,"['Gym', 'Parking', 'Swimming Pool', 'Security']",8.79,5,18004066.28
P51536,Kolkata,Independent House,3153,2,3,16,26,2,Unfurnished,"['Gym', 'Swimming Pool', 'Parking', 'Wi-Fi']",5.67,2,41013963.47
P51537,Jaipur,Villa,4791,5,1,7,15,20,Fully Furnished,"['Garden', 'Security', 'Elevator', 'Parking', 'Gym', 'Wi-Fi']",5.43,8,47884858.1
P51538,Mumbai,Villa,1061,5,4,19,7,1,Fully Furnished,"['Elevator', 'Parking', 'Garden', 'Club House', 'Gym', 'Power Backup']",4.74,8,10381364.62
P51539,Ahmedabad,Penthouse,3284,2,3,13,9,8,Fully Furnished,"['Parking', 'Elevator', 'Power Backup']",1.93,10,1931646.64
P51540,Delhi,Villa,1322,2,4,17,28,3,Semi Furnished,"['Garden', 'Swimming Pool', 'Gym', 'Club House']",9.81,7,16795953.09
P51541,Bangalore,Studio,4279,4,2,18,13,5,Semi Furnished,"['Wi-Fi', 'Garden', 'Elevator']",8.76,10,45625060.26
P51542,Pune,Penthouse,4917,3,4,15,28,6,Unfurnished,"['Garden', 'Parking', 'Security']",4.07,4,47252675.83
P51543,Chennai,Studio,1976,2,1,11,7,2,Fully Furnished,"['Power Backup', 'Gym', 'Security', 'Swimming Pool']",4.83,10,37033929.74
P51544,Bangalore,Studio,2442,1,1,12,21,16,Fully Furnished,"['Power Backup', 'Security', 'Gym', 'Garden', 'Wi-Fi']",7.42,8,44690024.65
P51545,Kolkata,Duplex,2630,5,2,11,28,13,Semi Furnished,"['Garden', 'Gym', 'Security', 'Wi-Fi', 'Club House']",7.92,7,48438939.41
P51546,Pune,Duplex,3718,5,3,18,25,3,Fully Furnished,"['Security', 'Power Backup', 'Parking']",2.79,8,24121423.83
P51547,Chandigarh,Villa,1344,5,1,5,24,16,Unfurnished,"['Parking', 'Power Backup', 'Security', 'Garden', 'Wi-Fi', 'Club House']",4.78,3,12074740.41
P51548,Delhi,Villa,1835,2,4,13,16,0,Semi Furnished,"['Security', 'Gym', 'Club House']",3.86,5,44026595.21
P51549,Hyderabad,Duplex,4038,4,2,16,21,20,Fully Furnished,"['Power Backup', 'Wi-Fi', 'Security', 'Elevator', 'Swimming Pool']",2.12,1,10898802.12
P51550,Hyderabad,Penthouse,647,1,4,3,21,0,Unfurnished,"['Swimming Pool', 'Elevator', 'Power Backup', 'Garden', 'Club House']",9.53,2,8503936.38
P51551,Chandigarh,Villa,3772,1,4,16,30,11,Fully Furnished,"['Elevator', 'Security', 'Power Backup', 'Wi-Fi', 'Garden']",7.57,2,17308875.67
P51552,Pune,Villa,4437,4,2,18,7,19,Fully Furnished,"['Garden', 'Power Backup', 'Gym', 'Elevator', 'Wi-Fi']",9.8,4,20568412.09
P51553,Pune,Studio,2671,2,1,4,13,18,Fully Furnished,"['Club House', 'Parking', 'Wi-Fi']",6.11,5,35694571.32
P51554,Bangalore,Villa,4894,2,3,1,29,19,Unfurnished,"['Gym', 'Club House', 'Parking', 'Security', 'Wi-Fi', 'Swimming Pool']",4.83,5,27380271.79
P51555,Delhi,Independent House,1700,2,3,8,8,19,Fully Furnished,"['Swimming Pool', 'Wi-Fi', 'Club House', 'Gym']",2.28,5,20958743.57
P51556,Chennai,Studio,3820,4,1,16,16,8,Fully Furnished,"['Swimming Pool', 'Parking', 'Power Backup', 'Garden', 'Security']",3.02,6,40633570.84
P51557,Bangalore,Villa,4432,3,3,4,19,13,Semi Furnished,"['Parking', 'Club House', 'Gym', 'Elevator', 'Garden', 'Swimming Pool']",4.59,4,23238323.01
P51558,Chennai,Penthouse,2859,2,3,12,12,14,Semi Furnished,"['Elevator', 'Gym', 'Swimming Pool', 'Garden']",3.55,2,49637615.76
P51559,Chandigarh,Villa,2110,2,2,7,23,17,Unfurnished,"['Elevator', 'Swimming Pool', 'Parking']",8.15,6,16851727.47
P51560,Bangalore,Studio,3461,2,1,7,17,3,Fully Furnished,"['Gym', 'Power Backup', 'Security', 'Elevator']",7.29,7,17554193.8
P51561,Pune,Independent House,3377,3,4,10,16,6,Unfurnished,"['Swimming Pool', 'Club House', 'Parking', 'Elevator']",7.47,5,4804818.83
P51562,Chandigarh,Studio,2326,5,2,19,7,0,Fully Furnished,"['Security', 'Elevator', 'Power Backup', 'Swimming Pool']",0.88,2,1893049.35
P51563,Jaipur,Independent House,810,4,1,5,11,3,Unfurnished,"['Parking', 'Club House', 'Garden', 'Swimming Pool']",4.14,3,10434745.2
P51564,Ahmedabad,Penthouse,3004,4,1,4,20,7,Unfurnished,"['Elevator', 'Wi-Fi', 'Swimming Pool', 'Power Backup', 'Garden', 'Gym']",1.21,3,41210316.12
P51565,Kolkata,Villa,1770,5,3,6,26,7,Semi Furnished,"['Power Backup', 'Gym', 'Elevator', 'Swimming Pool']",4.44,10,36962022.83
P51566,Chennai,Villa,3985,5,1,20,22,6,Unfurnished,"['Gym', 'Club House', 'Elevator', 'Parking']",2.58,5,18814377.08
P51567,Chandigarh,Apartment,1244,2,4,14,19,10,Fully Furnished,"['Club House', 'Garden', 'Elevator', 'Swimming Pool', 'Power Backup', 'Parking']",7.92,2,21784935.35
P51568,Bangalore,Studio,2058,1,1,1,24,14,Semi Furnished,"['Elevator', 'Club House', 'Garden', 'Wi-Fi', 'Power Backup', 'Gym']",1.64,6,5622967.31
P51569,Chennai,Studio,4254,3,2,6,21,13,Semi Furnished,"['Security', 'Power Backup', 'Wi-Fi', 'Elevator', 'Gym']",5.82,6,44841914.38
P51570,Pune,Duplex,4301,2,1,16,22,12,Fully Furnished,"['Wi-Fi', 'Power Backup', 'Security', 'Garden', 'Parking', 'Swimming Pool']",1.89,5,37776760.58
P51571,Pune,Duplex,3606,4,3,7,7,16,Semi Furnished,"['Power Backup', 'Garden', 'Wi-Fi', 'Elevator', 'Swimming Pool', 'Parking']",0.91,6,25553571.05
P51572,Chandigarh,Apartment,3487,4,1,15,21,18,Unfurnished,"['Elevator', 'Garden', 'Gym', 'Security']",7.55,4,26853078.7
P51573,Pune,Duplex,4467,1,4,9,11,4,Semi Furnished,"['Gym', 'Power Backup', 'Parking']",5.45,8,47246694.55
P51574,Bangalore,Duplex,3831,2,4,2,8,10,Fully Furnished,"['Club House', 'Parking', 'Elevator']",5.07,9,15016411.75
P51575,Bangalore,Villa,535,5,1,9,23,14,Semi Furnished,"['Parking', 'Club House', 'Wi-Fi', 'Swimming Pool', 'Garden']",6.91,6,48315195.26
P51576,Ahmedabad,Penthouse,1808,2,4,19,22,5,Semi Furnished,"['Security', 'Power Backup', 'Wi-Fi', 'Club House', 'Garden', 'Elevator']",4.71,2,4988585.98
P51577,Chandigarh,Penthouse,2334,2,1,11,17,15,Unfurnished,"['Swimming Pool', 'Security', 'Elevator', 'Parking', 'Gym', 'Garden']",4.59,5,17206081.98
P51578,Mumbai,Studio,2980,3,4,2,19,17,Semi Furnished,"['Wi-Fi', 'Elevator', 'Club House', 'Power Backup', 'Parking', 'Security']",8.81,7,38853826.27
P51579,Hyderabad,Apartment,544,2,4,1,24,12,Fully Furnished,"['Gym', 'Power Backup', 'Parking', 'Elevator', 'Swimming Pool', 'Club House']",2.86,9,24639024.61
P51580,Bangalore,Villa,3080,3,1,20,10,20,Unfurnished,"['Security', 'Parking', 'Power Backup', 'Gym', 'Wi-Fi']",2.09,4,19663965.73
P51581,Hyderabad,Apartment,3989,1,2,18,28,8,Semi Furnished,"['Garden', 'Elevator', 'Swimming Pool', 'Security']",3.76,3,6748195.82
P51582,Kolkata,Duplex,1391,2,1,18,13,10,Fully Furnished,"['Gym', 'Parking', 'Security', 'Power Backup', 'Club House', 'Elevator']",9.83,9,24990935.63
P51583,Hyderabad,Studio,2489,1,1,5,7,14,Fully Furnished,"['Parking', 'Club House', 'Security']",6.97,5,46031011.07
P51584,Delhi,Independent House,4846,4,1,9,29,0,Fully Furnished,"['Power Backup', 'Swimming Pool', 'Wi-Fi', 'Parking', 'Garden']",9.26,5,4500395.85
P51585,Chennai,Studio,3590,1,3,6,26,14,Semi Furnished,"['Parking', 'Garden', 'Wi-Fi']",5.2,9,5533776.15
P51586,Ahmedabad,Penthouse,1116,1,3,3,29,0,Semi Furnished,"['Security', 'Elevator', 'Swimming Pool', 'Power Backup', 'Wi-Fi']",8.3,8,44202761.57
P51587,Jaipur,Studio,2677,1,2,19,16,15,Semi Furnished,"['Gym', 'Club House', 'Parking', 'Power Backup', 'Wi-Fi', 'Swimming Pool']",5.45,9,12915901.41
P51588,Pune,Penthouse,2153,1,2,9,28,7,Unfurnished,"['Power Backup', 'Wi-Fi', 'Gym', 'Club House', 'Garden', 'Elevator']",8.05,6,2103777.09
P51589,Ahmedabad,Studio,3604,3,2,16,20,12,Fully Furnished,"['Club House', 'Power Backup', 'Elevator', 'Parking', 'Garden', 'Security']",2.21,3,3194209.42
P51590,Jaipur,Studio,2894,1,3,8,5,3,Fully Furnished,"['Garden', 'Gym', 'Club House', 'Parking', 'Swimming Pool', 'Security']",2.49,6,9205685.47
P51591,Jaipur,Villa,3124,1,4,9,27,6,Unfurnished,"['Garden', 'Power Backup', 'Club House']",2.54,7,8564488.26
P51592,Chennai,Villa,705,3,2,11,22,0,Semi Furnished,"['Power Backup', 'Garden', 'Wi-Fi', 'Gym', 'Club House', 'Elevator']",3.11,9,34897948.67
P51593,Mumbai,Duplex,3637,1,4,13,14,20,Fully Furnished,"['Power Backup', 'Gym', 'Parking', 'Security', 'Swimming Pool', 'Club House']",8.81,10,32587690.2
P51594,Chennai,Duplex,2268,5,3,18,24,7,Unfurnished,"['Club House', 'Swimming Pool', 'Garden', 'Gym']",7.68,6,20782865.3
P51595,Jaipur,Apartment,3558,2,2,17,16,13,Semi Furnished,"['Club House', 'Gym', 'Swimming Pool', 'Security', 'Power Backup']",3.3,3,1148839.98
P51596,Chennai,Villa,4043,2,3,2,26,4,Fully Furnished,"['Security', 'Power Backup', 'Elevator']",8.45,5,16625667.84
P51597,Pune,Duplex,2205,1,3,10,19,12,Semi Furnished,"['Swimming Pool', 'Gym', 'Security', 'Elevator', 'Garden', 'Power Backup']",2.85,7,19925061.86
P51598,Kolkata,Independent House,1336,4,1,14,8,20,Semi Furnished,"['Club House', 'Wi-Fi', 'Power Backup', 'Garden', 'Gym']",3.83,9,20389441.58
P51599,Jaipur,Duplex,796,2,2,2,15,20,Fully Furnished,"['Parking', 'Wi-Fi', 'Elevator', 'Power Backup', 'Security', 'Garden']",7.28,7,8104317.11
P51600,Chandigarh,Independent House,4597,5,4,10,14,14,Fully Furnished,"['Elevator', 'Parking', 'Swimming Pool', 'Security', 'Club House']",7.21,2,7137095.14
P51601,Pune,Duplex,2078,1,4,8,26,0,Unfurnished,"['Power Backup', 'Wi-Fi', 'Garden', 'Gym', 'Parking']",2.52,2,33925040.4
P51602,Mumbai,Penthouse,4860,3,2,7,7,15,Semi Furnished,"['Security', 'Wi-Fi', 'Power Backup', 'Gym', 'Parking']",4.31,8,35425184.79
P51603,Hyderabad,Villa,1951,5,3,17,22,14,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Gym', 'Security']",2.21,8,22663809.21
P51604,Pune,Duplex,3236,4,1,1,18,0,Semi Furnished,"['Elevator', 'Security', 'Swimming Pool']",7.98,8,9797636.54
P51605,Mumbai,Duplex,1399,1,4,20,13,12,Unfurnished,"['Parking', 'Wi-Fi', 'Gym', 'Elevator', 'Swimming Pool']",2.82,10,3876702.16
P51606,Ahmedabad,Independent House,4630,2,3,20,16,17,Semi Furnished,"['Elevator', 'Gym', 'Garden', 'Power Backup', 'Club House']",4.5,4,17043654.71
P51607,Pune,Apartment,2280,2,3,16,18,8,Semi Furnished,"['Parking', 'Security', 'Wi-Fi', 'Garden', 'Gym']",9.03,2,3718423.38
P51608,Hyderabad,Duplex,1444,3,4,12,20,2,Unfurnished,"['Swimming Pool', 'Power Backup', 'Gym', 'Elevator']",1.18,10,42517561.78
P51609,Pune,Villa,2413,3,3,18,5,19,Fully Furnished,"['Wi-Fi', 'Swimming Pool', 'Gym']",9.17,4,9385026.55
P51610,Ahmedabad,Penthouse,1056,4,3,12,6,1,Fully Furnished,"['Power Backup', 'Club House', 'Parking', 'Security']",5.56,5,29161556.14
P51611,Pune,Villa,2913,4,2,12,25,8,Fully Furnished,"['Parking', 'Power Backup', 'Swimming Pool']",0.76,5,8474344.16
P51612,Ahmedabad,Duplex,4686,2,2,5,7,7,Semi Furnished,"['Garden', 'Power Backup', 'Club House', 'Security', 'Wi-Fi', 'Parking']",5.29,6,36489568.3
P51613,Delhi,Independent House,801,5,2,14,29,18,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Garden']",8.69,10,36503906.92
P51614,Chennai,Duplex,1707,3,1,11,6,19,Unfurnished,"['Parking', 'Swimming Pool', 'Garden']",2.22,9,7415537.95
P51615,Pune,Independent House,2581,4,3,3,30,17,Fully Furnished,"['Gym', 'Security', 'Garden', 'Swimming Pool']",9.41,5,35733548.28
P51616,Jaipur,Independent House,2345,5,1,10,23,10,Semi Furnished,"['Wi-Fi', 'Power Backup', 'Elevator', 'Garden', 'Club House']",5.66,10,2423951.83
P51617,Ahmedabad,Studio,4135,5,1,20,9,18,Unfurnished,"['Elevator', 'Garden', 'Club House', 'Wi-Fi', 'Security']",1.59,6,34551398.66
P51618,Chandigarh,Penthouse,4052,3,4,12,28,18,Fully Furnished,"['Club House', 'Swimming Pool', 'Wi-Fi']",6.34,2,26355559.49
P51619,Pune,Duplex,4210,2,3,8,27,0,Semi Furnished,"['Power Backup', 'Security', 'Garden']",7.8,5,7560914.55
P51620,Chandigarh,Duplex,943,2,4,18,6,3,Semi Furnished,"['Club House', 'Elevator', 'Power Backup', 'Parking', 'Security', 'Wi-Fi']",4.76,2,43433307.86
P51621,Ahmedabad,Penthouse,881,5,1,7,10,19,Unfurnished,"['Club House', 'Wi-Fi', 'Swimming Pool']",0.57,6,37164878.22
P51622,Bangalore,Duplex,2579,1,2,2,18,15,Fully Furnished,"['Elevator', 'Parking', 'Security', 'Gym', 'Swimming Pool', 'Garden']",0.88,6,21519121.78
P51623,Bangalore,Duplex,3278,4,4,15,20,11,Semi Furnished,"['Power Backup', 'Elevator', 'Swimming Pool', 'Garden']",8.03,9,39346813.73
P51624,Delhi,Independent House,2821,1,1,15,17,14,Unfurnished,"['Club House', 'Security', 'Power Backup']",7.2,7,11397723.5
P51625,Hyderabad,Duplex,2228,5,2,15,5,13,Semi Furnished,"['Security', 'Swimming Pool', 'Elevator']",6.65,9,8159036.8
P51626,Hyderabad,Penthouse,3535,3,1,10,15,7,Fully Furnished,"['Club House', 'Elevator', 'Garden', 'Power Backup', 'Security', 'Wi-Fi']",8.14,1,29169406.66
P51627,Kolkata,Apartment,3214,3,1,19,16,2,Unfurnished,"['Elevator', 'Swimming Pool', 'Wi-Fi', 'Parking', 'Gym', 'Power Backup']",1.11,3,6412917.11
P51628,Chennai,Penthouse,1161,2,3,1,23,6,Semi Furnished,"['Swimming Pool', 'Garden', 'Power Backup', 'Elevator', 'Club House']",8.49,1,15597861.89
P51629,Delhi,Penthouse,4659,5,1,2,14,2,Fully Furnished,"['Gym', 'Parking', 'Power Backup', 'Club House']",7.3,5,41293826.35
P51630,Ahmedabad,Apartment,1893,4,1,20,7,4,Semi Furnished,"['Garden', 'Gym', 'Club House', 'Elevator', 'Parking', 'Swimming Pool']",7.34,1,5761162.44
P51631,Chennai,Duplex,4373,4,2,8,20,8,Unfurnished,"['Club House', 'Gym', 'Parking', 'Wi-Fi', 'Power Backup']",9.05,3,15111829.69
P51632,Mumbai,Penthouse,4543,3,3,7,13,3,Fully Furnished,"['Garden', 'Power Backup', 'Wi-Fi']",1.54,6,48175740.03
P51633,Ahmedabad,Villa,1630,2,4,14,21,5,Semi Furnished,"['Gym', 'Parking', 'Swimming Pool', 'Club House']",6.38,10,4864842.38
P51634,Pune,Studio,3846,4,2,8,17,13,Semi Furnished,"['Security', 'Club House', 'Gym']",2.17,3,30545203.64
P51635,Chennai,Villa,4186,4,2,20,27,15,Semi Furnished,"['Security', 'Club House', 'Wi-Fi']",7.36,3,8436306.56
P51636,Mumbai,Apartment,4631,2,3,16,25,3,Fully Furnished,"['Garden', 'Security', 'Club House', 'Wi-Fi', 'Elevator', 'Power Backup']",9.5,4,3139436.67
P51637,Chennai,Duplex,3603,5,2,14,10,16,Fully Furnished,"['Parking', 'Wi-Fi', 'Power Backup']",3.27,7,47055713.46
P51638,Hyderabad,Penthouse,4337,5,2,8,6,2,Fully Furnished,"['Club House', 'Elevator', 'Garden', 'Power Backup', 'Wi-Fi']",5.55,1,8135070.1
P51639,Delhi,Duplex,4553,4,2,7,30,6,Fully Furnished,"['Swimming Pool', 'Elevator', 'Power Backup', 'Garden']",7.22,2,48427255.92
P51640,Chennai,Studio,3003,3,3,11,26,9,Unfurnished,"['Elevator', 'Gym', 'Parking', 'Wi-Fi', 'Garden']",6.61,10,19784521.56
P51641,Jaipur,Penthouse,1036,1,2,7,24,4,Semi Furnished,"['Gym', 'Security', 'Power Backup']",9.25,9,2214043.71
P51642,Delhi,Duplex,3990,3,1,8,8,3,Fully Furnished,"['Garden', 'Security', 'Power Backup', 'Club House']",5.28,9,2533565.2
P51643,Ahmedabad,Independent House,3595,3,1,10,29,4,Unfurnished,"['Gym', 'Security', 'Power Backup', 'Wi-Fi', 'Garden', 'Elevator']",3.69,2,4936940.34
P51644,Ahmedabad,Apartment,4476,5,2,11,6,19,Fully Furnished,"['Club House', 'Power Backup', 'Parking', 'Gym', 'Elevator']",0.87,2,23454311.44
P51645,Ahmedabad,Studio,1150,1,4,4,29,13,Semi Furnished,"['Gym', 'Swimming Pool', 'Power Backup', 'Security']",5.62,1,28039025.75
P51646,Kolkata,Studio,1076,2,2,11,5,11,Unfurnished,"['Club House', 'Swimming Pool', 'Parking', 'Security', 'Power Backup', 'Garden']",3.08,5,31670307.77
P51647,Delhi,Studio,1371,5,2,3,22,12,Fully Furnished,"['Power Backup', 'Club House', 'Security', 'Parking', 'Swimming Pool']",3.63,7,25670220.29
P51648,Chennai,Villa,2792,2,3,19,29,3,Unfurnished,"['Swimming Pool', 'Elevator', 'Wi-Fi', 'Parking', 'Security', 'Club House']",7.89,3,12444938.31
P51649,Chandigarh,Penthouse,4261,3,2,14,18,3,Fully Furnished,"['Swimming Pool', 'Gym', 'Elevator']",7.96,7,36101925.34
P51650,Bangalore,Duplex,4356,1,2,4,12,19,Semi Furnished,"['Club House', 'Power Backup', 'Gym']",2.55,10,15410744.33
P51651,Chennai,Studio,696,3,4,17,26,11,Semi Furnished,"['Parking', 'Garden', 'Club House', 'Elevator', 'Security']",2.89,9,49058812.01
P51652,Pune,Duplex,1664,2,4,8,23,14,Fully Furnished,"['Parking', 'Swimming Pool', 'Security', 'Club House']",6.95,6,37953676.32
P51653,Kolkata,Studio,2367,5,2,6,21,0,Unfurnished,"['Power Backup', 'Swimming Pool', 'Gym', 'Garden']",5.08,3,28086078.73
