X,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P97698,Mumbai,Duplex,554,4,2,20,14,16,Fully Furnished,"['Swimming Pool', 'Gym', 'Security', 'Power Backup']",7.19,8,551659.99
P79606,Mumbai,Duplex,2992,4,2,7,8,11,Unfurnished,"['Swimming Pool', 'Elevator', 'Parking', 'Power Backup', 'Security']",7.51,1,4879418.52
P72114,Jaipur,Penthouse,4835,5,4,1,13,10,Unfurnished,"['Security', 'Wi-Fi', 'Club House', 'Elevator', 'Power Backup', 'Gym']",7.66,9,37465551.78
P107136,Jaipur,Villa,2074,1,3,3,30,13,Fully Furnished,"['Swimming Pool', 'Garden', 'Elevator', 'Club House', 'Parking']",2.65,10,4018541.8
P22849,Pune,Villa,2211,3,2,15,22,20,Unfurnished,"['Club House', 'Gym', 'Swimming Pool', 'Wi-Fi', 'Power Backup', 'Garden']",1.2,2,37944140.33
P86667,Pune,Apartment,1916,5,3,20,29,15,Unfurnished,"['Power Backup', 'Garden', 'Wi-Fi', 'Swimming Pool', 'Security']",2.21,5,9225011.31
P75873,Chandigarh,Studio,2501,4,4,19,28,15,Fully Furnished,"['Elevator', 'Wi-Fi', 'Parking']",9.27,5,8246111.15
P13544,Ahmedabad,Penthouse,2574,2,2,1,18,5,Fully Furnished,"['Swimming Pool', 'Security', 'Power Backup', 'Parking']",6.67,9,35626083.94
P33798,Kolkata,Independent House,1450,3,4,17,24,11,Fully Furnished,"['Power Backup', 'Club House', 'Security', 'Gym', 'Parking']",8.72,8,24747396.35
P15791,Chennai,Villa,1899,4,3,1,14,1,Fully Furnished,"['Gym', 'Power Backup', 'Elevator', 'Security', 'Swimming Pool', 'Parking']",4.76,3,43915879.97
P99078,Chennai,Apartment,3818,2,3,11,16,12,Fully Furnished,"['Garden', 'Wi-Fi', 'Gym']",7.84,2,33260489.1
P18579,Kolkata,Studio,3767,5,3,10,21,19,Semi Furnished,"['Elevator', 'Wi-Fi', 'Swimming Pool', 'Club House', 'Power Backup', 'Garden']",3.94,9,49771470.87
P69007,Chennai,Studio,2148,2,1,16,13,3,Unfurnished,"['Parking', 'Garden', 'Gym']",9.49,1,25620656.29
P92839,Mumbai,Apartment,3501,2,4,7,29,1,Unfurnished,"['Club House', 'Power Backup', 'Swimming Pool', 'Garden']",9.85,2,3988279.6
P26756,Kolkata,Duplex,1851,3,1,7,18,8,Fully Furnished,"['Parking', 'Security', 'Garden', 'Power Backup']",9.02,7,34459184.2
P47999,Hyderabad,Duplex,2510,1,3,17,15,1,Semi Furnished,"['Club House', 'Power Backup', 'Garden', 'Gym', 'Parking']",2.17,9,26495341.58
P82008,Chandigarh,Villa,1131,2,3,6,28,19,Semi Furnished,"['Garden', 'Power Backup', 'Swimming Pool', 'Gym', 'Parking', 'Club House']",3.48,2,37526010.71
P72216,Chennai,Villa,1614,4,2,6,12,9,Semi Furnished,"['Club House', 'Security', 'Power Backup', 'Wi-Fi', 'Parking']",4.62,1,19467082.85
P75769,Delhi,Independent House,2728,5,3,15,7,8,Fully Furnished,"['Garden', 'Wi-Fi', 'Parking']",9.31,1,39463103.22
P57930,Chandigarh,Penthouse,4268,2,1,1,21,11,Unfurnished,"['Gym', 'Parking', 'Wi-Fi', 'Club House']",0.9,1,39143118.06
P14475,Jaipur,Studio,4043,4,2,16,18,20,Fully Furnished,"['Power Backup', 'Garden', 'Gym', 'Wi-Fi']",5.03,7,37833614.5
P66613,Kolkata,Penthouse,1661,4,1,6,30,15,Fully Furnished,"['Parking', 'Security', 'Gym', 'Wi-Fi']",2.25,10,7891248.7
P48981,Chandigarh,Studio,3934,3,2,18,6,16,Unfurnished,"['Parking', 'Gym', 'Elevator']",0.98,10,43217133.87
P10973,Chennai,Independent House,3228,2,4,11,5,17,Unfurnished,"['Garden', 'Security', 'Power Backup', 'Parking', 'Gym', 'Wi-Fi']",7.35,4,11642736.53
P12331,Mumbai,Apartment,2097,5,4,3,14,8,Fully Furnished,"['Power Backup', 'Elevator', 'Gym', 'Garden']",7.99,9,8209480.61
P48530,Mumbai,Penthouse,1263,3,1,18,7,1,Fully Furnished,"['Parking', 'Elevator', 'Wi-Fi', 'Security', 'Power Backup']",5.25,8,46263067.25
P89730,Ahmedabad,Duplex,719,2,2,19,20,12,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Power Backup', 'Club House', 'Elevator', 'Parking']",7.4,2,13862738.16
P82401,Delhi,Independent House,4859,5,4,7,6,18,Fully Furnished,"['Security', 'Gym', 'Swimming Pool', 'Wi-Fi']",7.69,8,17870748.44
P68376,Jaipur,Apartment,2907,1,3,15,27,14,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Parking', 'Garden']",3.95,7,39851894.65
P98620,Delhi,Independent House,1218,1,4,6,24,6,Semi Furnished,"['Garden', 'Power Backup', 'Club House', 'Gym']",2.57,5,24383173.87
P80288,Jaipur,Duplex,873,5,2,6,25,1,Fully Furnished,"['Wi-Fi', 'Elevator', 'Garden']",7.63,9,26933037.89
P106000,Pune,Apartment,3172,3,4,16,13,16,Unfurnished,"['Gym', 'Club House', 'Garden', 'Elevator', 'Security', 'Power Backup']",0.92,10,25903661.07
P84656,Jaipur,Apartment,2452,4,1,20,21,6,Fully Furnished,"['Garden', 'Swimming Pool', 'Security', 'Gym']",9.67,7,18973463.72
P13086,Chennai,Studio,4335,1,2,17,18,14,Unfurnished,"['Gym', 'Swimming Pool', 'Parking', 'Wi-Fi', 'Power Backup']",3.91,9,17571631.16
P79529,Mumbai,Studio,4191,5,1,7,24,3,Unfurnished,"['Security', 'Club House', 'Garden']",7.98,9,20694715.16
P109193,Pune,Villa,2909,1,2,6,28,9,Unfurnished,"['Swimming Pool', 'Elevator', 'Power Backup', 'Gym']",4.97,2,15851355.77
P91609,Ahmedabad,Independent House,2807,2,1,12,14,20,Fully Furnished,"['Club House', 'Elevator', 'Power Backup', 'Wi-Fi']",6.36,4,41118429.26
P53998,Pune,Studio,2483,1,3,15,24,15,Fully Furnished,"['Swimming Pool', 'Club House', 'Wi-Fi', 'Parking']",6.71,4,2077875.11
P24010,Chennai,Independent House,1072,1,2,18,13,18,Unfurnished,"['Swimming Pool', 'Power Backup', 'Security', 'Gym', 'Club House', 'Garden']",9.93,10,49592235.29
P51163,Jaipur,Apartment,605,1,4,7,26,5,Unfurnished,"['Security', 'Power Backup', 'Garden', 'Club House', 'Elevator']",5.69,4,19111098.22
P71715,Delhi,Independent House,1103,2,3,3,25,1,Fully Furnished,"['Power Backup', 'Security', 'Garden', 'Gym', 'Elevator']",6.58,5,26113361.03
P15408,Delhi,Studio,4237,5,1,20,17,11,Fully Furnished,"['Elevator', 'Security', 'Power Backup', 'Parking']",8.98,9,16573180.26
P35436,Pune,Villa,548,3,2,9,17,0,Semi Furnished,"['Security', 'Parking', 'Power Backup', 'Elevator', 'Gym']",2.57,10,18902648.39
P81679,Ahmedabad,Apartment,2278,2,4,20,12,8,Fully Furnished,"['Swimming Pool', 'Wi-Fi', 'Gym']",1.06,1,33484685.21
P28485,Bangalore,Villa,991,1,1,8,22,8,Unfurnished,"['Club House', 'Swimming Pool', 'Power Backup']",5.1,7,31130271.91
P40289,Ahmedabad,Villa,4651,1,1,20,19,5,Semi Furnished,"['Garden', 'Club House', 'Power Backup', 'Wi-Fi', 'Parking']",1.78,7,21128421.01
P70345,Delhi,Apartment,2249,3,1,16,19,2,Fully Furnished,"['Swimming Pool', 'Wi-Fi', 'Gym', 'Club House', 'Security']",2.22,3,4570214.72
P69109,Kolkata,Apartment,1954,5,2,5,26,3,Unfurnished,"['Gym', 'Club House', 'Parking']",8.74,5,566032.76
P74861,Kolkata,Duplex,2593,1,2,10,20,1,Semi Furnished,"['Garden', 'Parking', 'Gym']",0.9,9,5279528.96
P98328,Chandigarh,Studio,3621,2,1,9,19,4,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Security', 'Elevator', 'Gym']",6.98,9,17864188.61
P77458,Pune,Studio,1907,1,4,4,25,1,Semi Furnished,"['Elevator', 'Swimming Pool', 'Garden', 'Wi-Fi']",6.01,5,20976247.59
P13760,Chandigarh,Villa,4826,5,1,17,8,2,Unfurnished,"['Garden', 'Gym', 'Parking']",6.94,1,32173635.16
P56674,Bangalore,Independent House,783,1,3,10,29,12,Semi Furnished,"['Security', 'Wi-Fi', 'Swimming Pool', 'Power Backup', 'Gym']",3.17,5,28195271.77
P87683,Pune,Apartment,3326,4,4,15,12,10,Fully Furnished,"['Gym', 'Garden', 'Elevator']",3.58,5,20840593.5
P49593,Pune,Studio,4327,3,4,13,19,19,Semi Furnished,"['Power Backup', 'Elevator', 'Garden', 'Security', 'Parking', 'Wi-Fi']",9.09,9,13306373.39
P102993,Chandigarh,Apartment,1690,5,4,9,25,18,Semi Furnished,"['Garden', 'Gym', 'Club House', 'Power Backup', 'Parking']",4.37,4,18751345.54
P106201,Chennai,Apartment,4475,2,1,20,27,4,Fully Furnished,"['Power Backup', 'Garden', 'Club House']",3.91,8,6321449.92
P23050,Mumbai,Villa,582,5,4,15,29,10,Semi Furnished,"['Security', 'Garden', 'Parking', 'Club House', 'Power Backup', 'Elevator']",9.02,7,5136844.66
P18500,Bangalore,Duplex,936,2,4,2,18,7,Semi Furnished,"['Garden', 'Wi-Fi', 'Parking', 'Power Backup']",1.93,7,46747054.67
P77329,Delhi,Independent House,4422,4,4,6,12,19,Fully Furnished,"['Wi-Fi', 'Gym', 'Parking']",6.35,4,33534384.4
P22615,Pune,Duplex,3698,4,3,20,7,19,Unfurnished,"['Garden', 'Swimming Pool', 'Elevator', 'Parking', 'Power Backup', 'Club House']",1.92,5,2243955.94
P60088,Pune,Duplex,1084,5,2,5,9,2,Fully Furnished,"['Parking', 'Elevator', 'Power Backup', 'Swimming Pool', 'Gym']",8.4,10,10780364.22
P34151,Jaipur,Independent House,2566,1,3,20,26,14,Semi Furnished,"['Gym', 'Power Backup', 'Wi-Fi', 'Garden']",5.19,3,8753774.3
P103286,Hyderabad,Duplex,1624,1,4,3,21,3,Fully Furnished,"['Parking', 'Gym', 'Wi-Fi', 'Swimming Pool', 'Power Backup', 'Club House']",1.98,5,33565419.72
P97710,Mumbai,Independent House,2984,3,1,13,6,3,Semi Furnished,"['Power Backup', 'Parking', 'Wi-Fi', 'Garden', 'Elevator', 'Gym']",9.36,9,34405331.07
P104452,Delhi,Duplex,4011,3,1,16,7,8,Semi Furnished,"['Wi-Fi', 'Club House', 'Elevator', 'Garden']",9.31,7,37391760.56
P94659,Jaipur,Apartment,1256,2,1,19,13,18,Unfurnished,"['Garden', 'Elevator', 'Gym', 'Club House', 'Swimming Pool', 'Wi-Fi']",6.88,3,6453770.79
P102385,Kolkata,Duplex,3852,1,2,18,25,16,Fully Furnished,"['Gym', 'Parking', 'Club House', 'Elevator', 'Swimming Pool', 'Security']",2,5,8106837.73
P31797,Chandigarh,Villa,2532,3,1,1,27,3,Semi Furnished,"['Security', 'Gym', 'Club House']",8.78,1,49430312.11
P101668,Bangalore,Apartment,1382,5,3,3,14,7,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Club House', 'Elevator']",8.01,8,29542343.14
P27365,Bangalore,Independent House,2138,1,4,4,28,18,Semi Furnished,"['Power Backup', 'Club House', 'Parking', 'Elevator', 'Swimming Pool', 'Security']",4.88,4,29731398.81
P84598,Bangalore,Penthouse,4126,2,1,18,25,17,Semi Furnished,"['Club House', 'Gym', 'Garden', 'Power Backup', 'Swimming Pool', 'Wi-Fi']",8.61,3,27161312.87
P109300,Chandigarh,Independent House,948,2,3,18,5,13,Semi Furnished,"['Parking', 'Power Backup', 'Gym', 'Garden', 'Security', 'Elevator']",7.57,7,31179340.39
P87377,Chennai,Studio,3662,4,2,1,11,10,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Security', 'Parking', 'Club House', 'Garden']",4.57,3,46406646.64
P36616,Jaipur,Independent House,3577,3,3,11,15,5,Semi Furnished,"['Parking', 'Club House', 'Power Backup', 'Wi-Fi', 'Garden', 'Security']",6.62,8,48425063.78
P69401,Chennai,Independent House,4313,1,2,3,15,10,Semi Furnished,"['Parking', 'Garden', 'Swimming Pool', 'Gym', 'Security']",6.37,2,38221688.42
P65627,Hyderabad,Duplex,2590,1,4,4,15,9,Fully Furnished,"['Security', 'Power Backup', 'Garden', 'Elevator', 'Wi-Fi', 'Club House']",1.1,1,15580435.32
P17590,Pune,Duplex,3112,4,2,14,5,4,Fully Furnished,"['Gym', 'Power Backup', 'Parking']",4.86,2,36299392.74
P100699,Mumbai,Duplex,1690,5,1,2,18,8,Semi Furnished,"['Club House', 'Gym', 'Parking']",6.98,4,3621571.68
P30542,Mumbai,Villa,1898,1,2,1,21,16,Semi Furnished,"['Swimming Pool', 'Club House', 'Parking', 'Garden', 'Wi-Fi', 'Gym']",8.41,2,27777546.3
P49269,Mumbai,Studio,1897,2,2,11,26,2,Fully Furnished,"['Wi-Fi', 'Gym', 'Club House']",1.27,8,26757370.92
P93182,Chennai,Studio,3751,3,1,9,7,5,Fully Furnished,"['Parking', 'Swimming Pool', 'Club House', 'Garden', 'Wi-Fi', 'Power Backup']",3.19,1,16392378.92
P54302,Hyderabad,Villa,3460,4,2,15,14,5,Semi Furnished,"['Garden', 'Security', 'Swimming Pool', 'Parking', 'Elevator', 'Gym']",2.12,8,33476384.89
P84658,Mumbai,Penthouse,2005,5,1,4,17,12,Semi Furnished,"['Elevator', 'Power Backup', 'Garden', 'Wi-Fi']",4.7,4,16232750.17
P47816,Delhi,Apartment,3238,5,3,10,27,9,Unfurnished,"['Elevator', 'Parking', 'Wi-Fi', 'Swimming Pool', 'Garden']",1.27,8,14341734.54
P85447,Chennai,Penthouse,1906,4,1,16,24,11,Fully Furnished,"['Power Backup', 'Garden', 'Swimming Pool']",4.35,10,13181610.63
P29514,Hyderabad,Villa,4117,2,1,4,23,0,Semi Furnished,"['Garden', 'Gym', 'Swimming Pool', 'Wi-Fi', 'Security', 'Elevator']",4.87,4,4848905.94
P22043,Delhi,Independent House,4339,4,3,19,15,11,Semi Furnished,"['Security', 'Power Backup', 'Garden']",8.47,3,31617306.3
P29649,Delhi,Villa,4897,5,3,11,6,12,Semi Furnished,"['Parking', 'Garden', 'Elevator']",0.76,10,49310782.08
P65878,Ahmedabad,Studio,2644,3,4,13,27,11,Unfurnished,"['Gym', 'Garden', 'Parking', 'Power Backup', 'Wi-Fi']",1.96,7,34504948.97
P72211,Chennai,Duplex,1944,5,1,17,16,14,Fully Furnished,"['Swimming Pool', 'Parking', 'Wi-Fi', 'Club House', 'Garden', 'Power Backup']",2.31,9,39185964.39
P83681,Chandigarh,Penthouse,1376,4,4,4,13,1,Fully Furnished,"['Parking', 'Wi-Fi', 'Gym', 'Club House']",1.06,6,42035405.18
P25321,Jaipur,Penthouse,739,3,4,9,19,19,Fully Furnished,"['Elevator', 'Wi-Fi', 'Power Backup', 'Club House', 'Gym']",1.29,8,46650856.47
P106100,Jaipur,Duplex,3407,1,1,10,10,9,Fully Furnished,"['Security', 'Elevator', 'Garden']",7.28,5,1157786.52
P28978,Jaipur,Penthouse,2457,5,2,18,30,3,Unfurnished,"['Swimming Pool', 'Wi-Fi', 'Elevator']",1.12,10,29564858.31
P77577,Delhi,Apartment,1708,1,4,5,19,11,Fully Furnished,"['Swimming Pool', 'Parking', 'Power Backup', 'Security', 'Garden', 'Gym']",0.97,4,40210511.06
P17462,Delhi,Apartment,1145,4,2,5,23,10,Fully Furnished,"['Swimming Pool', 'Elevator', 'Club House']",0.7,6,17396113.97
P59863,Bangalore,Studio,4736,5,2,4,6,0,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Swimming Pool', 'Gym']",7.09,3,30825638.85
P86342,Ahmedabad,Villa,3889,3,1,12,20,19,Semi Furnished,"['Club House', 'Wi-Fi', 'Swimming Pool']",7.7,6,38930587.68
P85068,Delhi,Apartment,4837,4,3,11,29,2,Semi Furnished,"['Garden', 'Gym', 'Parking']",7.79,8,30584225.64
P71775,Mumbai,Villa,4338,4,4,12,5,13,Semi Furnished,"['Swimming Pool', 'Security', 'Elevator', 'Garden', 'Parking', 'Club House']",6.27,3,19295161.13
P10922,Ahmedabad,Studio,4433,2,1,8,5,16,Fully Furnished,"['Security', 'Garden', 'Wi-Fi']",7.89,4,28867587.26
P58742,Chandigarh,Duplex,506,5,1,19,15,18,Semi Furnished,"['Wi-Fi', 'Club House', 'Security', 'Power Backup']",6.31,7,522439.25
P50838,Ahmedabad,Studio,3652,3,1,20,11,11,Semi Furnished,"['Elevator', 'Wi-Fi', 'Security', 'Gym']",0.64,10,46615301.61
P44289,Kolkata,Independent House,888,2,2,20,9,6,Unfurnished,"['Parking', 'Power Backup', 'Elevator', 'Wi-Fi', 'Swimming Pool']",8.84,10,41345971.41
P21472,Delhi,Penthouse,3643,1,3,11,6,20,Fully Furnished,"['Wi-Fi', 'Garden', 'Swimming Pool', 'Club House', 'Parking']",1.41,5,19109438.08
P38321,Ahmedabad,Apartment,664,3,3,14,9,9,Fully Furnished,"['Parking', 'Swimming Pool', 'Security', 'Elevator']",2.76,3,16570264.98
P11175,Kolkata,Penthouse,2574,4,3,4,27,16,Unfurnished,"['Wi-Fi', 'Club House', 'Elevator', 'Gym', 'Parking', 'Power Backup']",5.56,1,37145087.45
P105150,Kolkata,Apartment,1351,1,3,6,9,18,Unfurnished,"['Gym', 'Club House', 'Wi-Fi', 'Security', 'Parking', 'Swimming Pool']",8.83,2,32253407.12
P49292,Ahmedabad,Studio,2357,5,1,19,8,2,Semi Furnished,"['Club House', 'Swimming Pool', 'Security', 'Garden', 'Parking', 'Power Backup']",3.23,6,48856929.7
P84933,Chandigarh,Independent House,4588,3,2,12,15,12,Unfurnished,"['Wi-Fi', 'Swimming Pool', 'Elevator', 'Security']",7.77,5,4311137.62
P54986,Bangalore,Apartment,2156,1,3,15,9,1,Fully Furnished,"['Power Backup', 'Parking', 'Garden', 'Wi-Fi', 'Gym', 'Elevator']",0.64,10,33104068.47
P33304,Jaipur,Studio,2502,1,1,19,13,2,Unfurnished,"['Wi-Fi', 'Security', 'Power Backup', 'Gym', 'Elevator']",3.3,10,31914687.38
P103862,Chennai,Independent House,823,4,4,13,27,6,Fully Furnished,"['Club House', 'Security', 'Parking']",4.91,5,39256275.61
P92780,Bangalore,Duplex,1791,1,3,17,28,17,Unfurnished,"['Security', 'Power Backup', 'Wi-Fi', 'Swimming Pool', 'Club House', 'Gym']",9.61,9,36804314.28
P27401,Chandigarh,Penthouse,1507,2,2,10,6,13,Fully Furnished,"['Garden', 'Security', 'Wi-Fi']",2.1,2,29371775.82
P53269,Jaipur,Villa,1360,2,2,17,14,12,Unfurnished,"['Parking', 'Wi-Fi', 'Gym']",6.31,10,32467463.91
P77618,Chennai,Penthouse,4378,1,2,16,30,16,Semi Furnished,"['Garden', 'Parking', 'Swimming Pool', 'Wi-Fi', 'Club House', 'Security']",1.63,8,5459805.91
P19538,Chennai,Penthouse,4212,2,2,20,13,9,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Garden', 'Parking']",6.67,3,27287861.17
P41126,Delhi,Apartment,2946,5,1,1,24,5,Unfurnished,"['Garden', 'Parking', 'Security', 'Gym']",1.86,9,15885567.26
P89611,Pune,Penthouse,1466,5,1,14,19,14,Semi Furnished,"['Security', 'Club House', 'Wi-Fi', 'Power Backup']",3.92,2,15340338.36
P106565,Ahmedabad,Apartment,3697,1,1,5,12,16,Semi Furnished,"['Garden', 'Club House', 'Swimming Pool']",1.48,8,33375926.67
P25729,Bangalore,Independent House,1691,1,4,12,25,13,Semi Furnished,"['Elevator', 'Power Backup', 'Gym']",9.91,1,4259001.73
P99460,Ahmedabad,Apartment,4971,3,4,11,25,15,Fully Furnished,"['Security', 'Power Backup', 'Garden', 'Swimming Pool', 'Club House', 'Parking']",3.81,4,34034631.1
P40693,Pune,Villa,4732,1,3,3,20,9,Semi Furnished,"['Garden', 'Elevator', 'Power Backup', 'Gym']",6.63,6,26482322.63
P46878,Bangalore,Duplex,532,5,4,4,13,14,Fully Furnished,"['Elevator', 'Gym', 'Parking', 'Power Backup']",2.6,1,23932125.13
P63437,Hyderabad,Apartment,2546,1,4,7,28,1,Unfurnished,"['Security', 'Club House', 'Parking']",2.82,8,18202212.62
P108502,Pune,Apartment,3928,2,4,16,11,7,Fully Furnished,"['Gym', 'Swimming Pool', 'Security', 'Parking', 'Garden']",2.89,2,44635968.11
P102574,Chennai,Penthouse,1113,1,3,13,17,20,Fully Furnished,"['Swimming Pool', 'Club House', 'Security', 'Power Backup', 'Gym', 'Garden']",4.58,6,21396515.54
P75287,Mumbai,Apartment,2524,3,1,11,26,9,Fully Furnished,"['Swimming Pool', 'Gym', 'Wi-Fi', 'Parking', 'Elevator', 'Power Backup']",6.46,7,11004513.83
P11660,Kolkata,Studio,3225,2,2,1,23,16,Semi Furnished,"['Club House', 'Elevator', 'Parking', 'Gym', 'Garden']",3.96,1,39769108.3
P58280,Kolkata,Duplex,3958,1,4,19,24,5,Semi Furnished,"['Garden', 'Power Backup', 'Wi-Fi', 'Security']",7.78,1,20680065.66
P36506,Jaipur,Studio,1154,1,2,10,28,16,Semi Furnished,"['Wi-Fi', 'Security', 'Swimming Pool', 'Gym', 'Club House']",3.67,10,10159204.01
P29820,Ahmedabad,Penthouse,985,4,1,9,20,4,Semi Furnished,"['Wi-Fi', 'Parking', 'Swimming Pool']",4.43,6,37223487.64
P10281,Hyderabad,Studio,2586,5,1,20,11,16,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Security']",7.18,5,26682817.64
P13612,Chennai,Apartment,3714,3,1,18,13,19,Semi Furnished,"['Wi-Fi', 'Parking', 'Garden', 'Swimming Pool', 'Elevator']",8.66,10,8569238.3
P98599,Bangalore,Penthouse,1182,4,4,13,14,2,Fully Furnished,"['Gym', 'Security', 'Swimming Pool', 'Power Backup', 'Club House']",5.27,2,8163010.93
P13087,Jaipur,Independent House,2387,3,4,5,28,0,Semi Furnished,"['Gym', 'Security', 'Wi-Fi', 'Swimming Pool', 'Parking']",0.92,4,19825948.04
P32125,Delhi,Duplex,2027,1,4,1,8,16,Semi Furnished,"['Parking', 'Wi-Fi', 'Gym']",3.21,1,24184139.64
P13169,Pune,Duplex,3160,4,4,11,23,19,Fully Furnished,"['Elevator', 'Gym', 'Wi-Fi', 'Power Backup', 'Swimming Pool']",2.29,1,27706591.3
P106135,Delhi,Penthouse,2261,4,4,15,17,20,Fully Furnished,"['Swimming Pool', 'Gym', 'Club House', 'Security', 'Elevator', 'Parking']",9.03,1,35959098.83
P14928,Mumbai,Independent House,4799,2,4,14,28,18,Fully Furnished,"['Garden', 'Security', 'Club House']",3.61,8,49387809.22
P35325,Bangalore,Penthouse,1546,1,2,12,28,15,Unfurnished,"['Swimming Pool', 'Parking', 'Wi-Fi', 'Gym', 'Elevator']",0.84,9,22655980.91
P56236,Mumbai,Apartment,3259,5,2,1,27,20,Semi Furnished,"['Garden', 'Power Backup', 'Club House', 'Wi-Fi', 'Security']",6.09,1,7491560.17
P27966,Chennai,Duplex,932,2,3,6,25,4,Unfurnished,"['Security', 'Elevator', 'Gym', 'Club House', 'Swimming Pool', 'Power Backup']",5.76,7,2374801.68
P48293,Delhi,Villa,3708,1,1,7,24,11,Semi Furnished,"['Wi-Fi', 'Gym', 'Elevator']",9.63,6,23594218.78
P90532,Ahmedabad,Duplex,2346,2,2,15,14,3,Semi Furnished,"['Garden', 'Swimming Pool', 'Parking', 'Gym']",5.64,5,22182330.23
P105607,Pune,Villa,786,1,1,13,27,3,Unfurnished,"['Parking', 'Club House', 'Security', 'Power Backup', 'Gym', 'Elevator']",4.94,7,28973292.27
P42924,Chennai,Independent House,1082,4,2,3,6,4,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Parking', 'Garden', 'Security']",3.92,8,15314742.41
P77752,Jaipur,Duplex,3302,5,1,2,19,1,Unfurnished,"['Parking', 'Club House', 'Elevator']",2.15,1,4631724.84
P85343,Chandigarh,Duplex,3188,4,4,18,14,16,Unfurnished,"['Gym', 'Wi-Fi', 'Security', 'Club House']",4.8,10,22892250.98
P13613,Jaipur,Apartment,3446,5,1,3,12,13,Unfurnished,"['Security', 'Club House', 'Wi-Fi', 'Gym', 'Power Backup']",2.21,7,35083439.02
P80569,Kolkata,Independent House,930,1,1,18,29,11,Semi Furnished,"['Swimming Pool', 'Garden', 'Parking', 'Elevator', 'Club House', 'Security']",8.95,9,12932497.74
P79087,Chandigarh,Villa,2689,3,1,17,15,2,Unfurnished,"['Garden', 'Swimming Pool', 'Gym', 'Club House', 'Power Backup']",9.67,7,48478872.07
P88201,Bangalore,Duplex,3027,2,4,15,29,8,Fully Furnished,"['Garden', 'Gym', 'Power Backup', 'Elevator', 'Security', 'Club House']",2.67,6,41079369.92
P32056,Hyderabad,Duplex,4389,5,4,19,23,18,Fully Furnished,"['Security', 'Power Backup', 'Elevator', 'Swimming Pool']",8.7,9,5819192.13
P57442,Delhi,Penthouse,1336,3,3,11,30,4,Unfurnished,"['Swimming Pool', 'Security', 'Club House']",1.58,3,25861763
P89439,Mumbai,Studio,2578,1,4,7,16,8,Unfurnished,"['Wi-Fi', 'Parking', 'Power Backup', 'Swimming Pool', 'Gym', 'Security']",1.51,5,16758171.35
P94183,Pune,Studio,2852,3,1,11,22,17,Fully Furnished,"['Club House', 'Garden', 'Swimming Pool', 'Elevator']",2.26,1,18108232.08
P64187,Mumbai,Studio,3105,4,1,9,21,10,Fully Furnished,"['Garden', 'Swimming Pool', 'Wi-Fi', 'Power Backup']",6.5,9,28287434.93
P92248,Delhi,Apartment,989,5,4,19,7,0,Unfurnished,"['Security', 'Club House', 'Wi-Fi', 'Garden', 'Swimming Pool', 'Power Backup']",8.84,4,36627318.99
P54830,Delhi,Independent House,513,4,3,2,9,12,Fully Furnished,"['Swimming Pool', 'Power Backup', 'Gym', 'Parking', 'Club House', 'Garden']",8.45,8,7128129.4
P57465,Bangalore,Villa,4692,3,1,1,9,16,Semi Furnished,"['Elevator', 'Wi-Fi', 'Parking', 'Garden', 'Security', 'Gym']",7.44,4,9892536.51
P79443,Mumbai,Penthouse,4576,4,1,5,7,14,Semi Furnished,"['Security', 'Wi-Fi', 'Garden', 'Elevator', 'Gym']",2.84,8,22262136.59
P93312,Chandigarh,Villa,2182,3,2,7,28,17,Unfurnished,"['Security', 'Gym', 'Power Backup', 'Swimming Pool']",9.07,4,9547255.65
P21350,Bangalore,Villa,4608,1,3,13,6,19,Semi Furnished,"['Parking', 'Wi-Fi', 'Club House', 'Security', 'Elevator']",4.57,2,2780788.99
P81159,Bangalore,Penthouse,4486,4,1,7,12,17,Unfurnished,"['Swimming Pool', 'Gym', 'Garden', 'Elevator', 'Club House', 'Security']",6.94,4,33658277.76
